Author,Title,Keywords,Year,Type Pulication,DOI
"Wen, Hongsheng and Chen, Zhiqiang and Gu, Jianping and Zhu, Qiangqiang",Big Data Analysis on Radiographic Image Quality,Detectors;Image edge detection;Radiography;Standards;Image quality;X-ray imaging;Indexes;image quality;in-service;radiographic product;routine data;quality control,2016,inproceedings,10.1109/CCBD.2016.073
"Ramaswamy, Lakshmish and Lawson, Victor and Gogineni, Siva Venkat",Towards a Quality-centric Big Data Architecture for Federated Sensor Services,Feeds;Clouds;Wireless sensor networks;Computer architecture;Fluid flow measurement;Markup languages;Data models;Internet of Things;Federated Sensor Clouds;Data Quality;Sensor Virtualization,2013,inproceedings,10.1109/BigData.Congress.2013.21
"Hildebrandt, Kai and Panse, Fabian and Wilcke, Niklas and Ritter, Norbert",Large-Scale Data Pollution with Apache Spark,Big data;Pollution;Databases;Generators;Prototypes;Gold;Standards;Data quality;duplicate detection;data pollution;Apache Spark,2020,article,10.1109/TBDATA.2016.2637378
"Wrembel, Robert",Still Open Problems in Data Warehouse and Data Lake Research: extended abstract,Social networking (online);Soft sensors;Transforms;Data warehouses;Big Data applications;Data models;Security;data integration;data warehouse;data lake;big data;extract transform load;data processing workflow;data processing pipeline;data quality;ETL optimization;data source evolution;metadata,2021,inproceedings,10.1109/SNAMS53716.2021.9732098
"Mylavarapu, Goutam and Viswanathan, K. Ashwin and Thomas, Johnson P.",Assessing Context-Aware Data Consistency,Feature extraction;Data analysis;Data integrity;Data models;Machine learning algorithms;Context modeling;Task analysis;Data analysis;data context;data quality;data consistency;machine learning;word embeddings;approximate dependencies;mutual information;apache hadoop;apache spark,2019,inproceedings,10.1109/AICCSA47632.2019.9035250
"He, Tieke and Chen, Shenghao and Hao, Lian and Liu, Jia",Quality Driven Judicial Data Governance,Data integrity;Big Data;Decision making;Organizations;Standards organizations;data quality;judicial data governance;quality measurement,2019,inproceedings,10.1109/QRS-C.2019.00026
"Subhashini, R. and Akila, G",Valence arousal similarity based recommendation services,Web services;Collaboration;Big data;Quality of service;Recommender systems;Scalability;Web Service;Big Data;Recommender System;MapReduce;Hadoop,2015,inproceedings,10.1109/ICCPCT.2015.7159309
"Liu, He and Huang, Fupeng and Li, Han and Liu, Weiwei and Wang, Tongxun",A Big Data Framework for Electric Power Data Quality Assessment,Big Data;Data integrity;Power grids;History;Real-time systems;Sensors;data quality;electric power data;data quality assessment;big data;framework,2017,inproceedings,10.1109/WISA.2017.29
"Taleb, Ikbal and Serhani, Mohamed Adel",Big Data Pre-Processing: Closing the Data Quality Enforcement Loop,Big Data;Optimization;Data models;Quality assessment;Big Data;Data Quality Evaluation;Data Quality Rules Discovery;Big Data Pre-Processing,2017,inproceedings,10.1109/BigDataCongress.2017.73
"Loetpipatwanich, Sakda and Vichitthamaros, Preecha",Sakdas: A Python Package for Data Profiling and Data Quality Auditing,Data integrity;Pipelines;Data visualization;Big Data;Syntactics;Software;Python;Data Quality Management;Data Profiling;Data Quality Auditing;Python Package;Data Pipeline,2020,inproceedings,10.1109/IBDAP50342.2020.9245455
"Hongxun, Tian and Honggang, Wang and Kun, Zhou and Mingtai, Shi and Haosong, Li and Zhongping, Xu and Taifeng, Kang and Jin, Li and Yaqi, Cai",Data quality assessment for on-line monitoring and measuring system of power quality based on big data and data provenance theory,Data integrity;Power quality;Monitoring;Power measurement;Redundancy;Big Data;Business;power qualiy;data quality;big data;data provenance;data assessment,2018,inproceedings,10.1109/ICCCBDA.2018.8386521
"Taleb, Ikbal and Serhani, Mohamed Adel and Dssouli, Rachida",Big Data Quality Assessment Model for Unstructured Data,Big Data;Data integrity;Data mining;Feature extraction;Data models;Measurement;Quality assessment;Big Data;Data Quality;Unstructured Data;Quality of Unstructured Big Data,2018,inproceedings,10.1109/INNOVATIONS.2018.8605945
"HongJu, Xiao and Fei, Wang and FenMei, Wang and XiuZhen, Wang",Some key problems of data management in army data engineering based on big data,Data engineering;Data analysis;Data integration;Big Data;Distributed databases;Data models;Uncertainty;army data engineering;data management;data integration;data analysis;representation of data analysis results;data quality,2017,inproceedings,10.1109/ICBDA.2017.8078796
"Becker, David and King, Trish Dunn and McMullen, Bill","Big data, big data quality problem",Big data;Biomedical imaging;Personnel;Complexity theory;Bioinformatics;Process control;Instruments;Big Data;Data Quality;Returns to Scale,2015,inproceedings,10.1109/BigData.2015.7364064
"Wong, Ka Yee. and Wong, Raymond K.",Big Data Quality Prediction on Banking Applications: Extended Abstract,Big Data;Data models;Banking;Neural networks;Industries;Data integrity;Computational modeling;Big Data;Data Noise;Data Quality;Prediction and Machine Learning,2020,inproceedings,10.1109/DSAA49011.2020.00119
"Abdallah, Mohammad",Big Data Quality Challenges,Big Data;Quality Measurement;Quality Model;Quality Assurance,2019,inproceedings,10.1109/ICBDCI.2019.8686099
"Taleb, Ikbal and Kassabi, Hadeel T. El and Serhani, Mohamed Adel and Dssouli, Rachida and Bouhaddioui, Chafik",Big Data Quality: A Quality Dimensions Evaluation,Big data;Measurement;Feature extraction;Quality assessment;Social network services;Companies;Context;Big Data;data quality dimensions;data quality evaluation;Big data sampling,2016,inproceedings,10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0122
"Juneja, Ashish and Das, Nripendra Narayan",Big Data Quality Framework: Pre-Processing Data in Weather Monitoring Application,Big Data;Data integrity;Meteorology;Monitoring;Data mining;Organizations;Big Data;Big Data Quality;Data Quality;preprocessing;pre-processing,2019,inproceedings,10.1109/COMITCon.2019.8862267
"Rao, Dhana and Gudivada, Venkat N and Raghavan, Vijay V.",Data quality issues in big data,Databases;Big data;Measurement;Context;Cleaning;Biology;Computers;Data quality;big data;biological data;information quality,2015,inproceedings,10.1109/BigData.2015.7364065
"Haryadi, Adiska Fardani and Hulstijn, Joris and Wahyudi, Agung and van der Voort, Haiko and Janssen, Marijn",Antecedents of big data quality: An empirical examination in financial service organizations,Big data;Industries;Insurance;Companies;Finance;big data;data quality;big data quality;antecedents;finance,2016,inproceedings,10.1109/BigData.2016.7840595
"Li, Mingda and Wang, Hongzhi and Li, Jianzhong",Mining conditional functional dependency rules on big data,Big Data;Training;Data mining;Cleaning;Sampling methods;Heuristic algorithms;Fault tolerance;data mining;conditional functional dependency;big data;data quality,2020,article,10.26599/BDMA.2019.9020019
"Zhang, Pengcheng and Xiong, Fang and Gao, Jerry and Wang, Jimin","Data quality in big data processing: Issues, solutions and open problems",Big Data;Data integrity;Data analysis;Social network services;Data preprocessing;Internet;Big Data;Big data processing;Data Quality;Recommendation system;Prediction system,2017,inproceedings,10.1109/UIC-ATC.2017.8397554
"Arruda, Darlan and Madhavji, Nazim H.",QualiBD: A Tool for Modelling Quality Requirements for Big Data Applications,Tools;Data models;Containers;Software;Real-time systems;Big Data applications;Big Data Applications;Quality Requirements;Big Data Goal-oriented Requirements Language;Requirements Modelling Tool,2019,inproceedings,10.1109/BigData47090.2019.9006294
"Juddoo, Suraj and George, Carlisle",Discovering Most Important Data Quality Dimensions Using Latent Semantic Analysis,Data integrity;Big Data;Semantics;Industries;Bibliographies;Libraries;Production;Big Data;data quality;health data;data quality dimensions;latent semantic analysis,2018,inproceedings,10.1109/ICABCD.2018.8465129
"Nobles, Alicia L. and Vilankar, Ketki and Wu, Hao and Barnes, Laura E.",Evaluation of data quality of multisite electronic health record data for secondary analysis,Documentation;Data warehouses;Medical services;Big data;Databases;Cleaning;Medical diagnostic imaging;electronic health records;data quality;big data;multiple data vendors;metrics,2015,inproceedings,10.1109/BigData.2015.7364060
"Kumar, Jitendra and Crow, Michael C. and Devarakonda, Ranjeet and Giansiracusa, Michael and Guntupally, Kavya and Olatt, Joseph V. and Price, Zach and Shanafield, Harold A. and Singh, Alka",Provenance–aware workflow for data quality management and improvement for large continuous scientific data streams,Data integrity;Instruments;Atmospheric measurements;Dictionaries;Big Data;Portals;scientific data workflows;data quality;provenance;atmospheric science,2019,inproceedings,10.1109/BigData47090.2019.9006358
"Han, Weiguo and Jochum, Matthew",A Machine Learning Approach for Data Quality Control of Earth Observation Data Management System,Data integrity;Machine learning;Earth;Satellites;Big Data;Process control;Monitoring;Big Data;Machine Learning;Earth Observation Data;Data management;Data Quality;Random Forest,2020,inproceedings,10.1109/IGARSS39084.2020.9323615
"Khaleel, Majida Yaseen and Hamad, Murtadha M.",Data Quality Management for Big Data Applications,Distributed databases;Metadata;Big Data;Standards;File systems;Data integrity;Big Data;data quality;unstructured Data Distributed data file system;and statistical model.,2019,inproceedings,10.1109/DeSE.2019.00072
"Shrivastava, Shrey and Patel, Dhaval and Bhamidipaty, Anuradha and Gifford, Wesley M. and Siegel, Stuart A. and Ganapavarapu, Venkata Sitaramagiridharganesh and Kalagnanam, Jayant R.","DQA: Scalable, Automated and Interactive Data Quality Advisor",Data integrity;Machine learning;Pipelines;Cleaning;Libraries;Buildings;Data quality;machine learning;data cleaning;scalability;automation;data science,2019,inproceedings,10.1109/BigData47090.2019.9006187
"Juddoo, Suraj",Overview of data quality challenges in the context of Big Data,Big data;Context;Quality management;Frequency measurement;Organizations;Big Data;Data quality;Data profiling;Data cleansing;data quality rules;dimensions;metrics,2015,inproceedings,10.1109/CCCS.2015.7374131
"Wenlu Yang and Da Silva, Alzennyr and Picard, Marie-Luce",Computing data quality indicators on Big Data streams using a CEP,Smart meters;Data visualization;Smart grids;Real-time systems;Image color analysis;Indexes;Data quality;Big Data;data stream;CEP;smart grids,2015,inproceedings,10.1109/IWCIM.2015.7347061
"Li, Congli and Yang, Bin and Chen, Xuezhen and Zhang, Enjie and Huang, Hongjun and Li, Da",Research on smart grid big data amp;#x2019;s curve mean clustering algorithm for edge-cloud collaborative application,Wireless communication;Low voltage;Data integrity;Urban areas;Clustering algorithms;Collaboration;Big Data;Smart grid big data;Data quality;Curve mean clustering Algorithm,2021,inproceedings,10.1109/ICWCSG53609.2021.00085
"Snineh, Sidi Mohamed and Bouattane, Omar and Youssfi, Mohamed and Daaif, Abdelaziz",Towards a multi-agents model for errors detection and correction in big data flows,Big Data;Multi-agent systems;Companies;Task analysis;Error correction;Data integrity;Real-time systems;Multi-agents;Big Data;Data quality;detection and correction of data errors,2019,inproceedings,10.1109/ICDS47004.2019.8942297
"Catarci, Tiziana and Scannapieco, Monica and Console, Marco and Demetrescu, Camil",My (fair) big data,Big Data;Pipelines;Ontologies;Metadata;Google;Quality-driven policies;Big Data pipeline;ontology-based quality checking;Big Data confidentiality,2017,inproceedings,10.1109/BigData.2017.8258267
"Ezzine, Imane and Benhlima, Laila",A Study of Handling Missing Data Methods for Big Data,Data integrity;Big Data;Data models;Dictionaries;Machine learning algorithms;Machine learning;Measurement;data quality;missing data;big data;functional dependancy;master data;machine learning,2018,inproceedings,10.1109/CIST.2018.8596389
"Taleb, Ikbal and Dssouli, Rachida and Serhani, Mohamed Adel",Big Data Pre-processing: A Quality Framework,Big data;Data integration;Accuracy;Distributed databases;Data analysis;Business;Big Data;Data Quality;pre-processing,2015,inproceedings,10.1109/BigDataCongress.2015.35
"Chenran, Xiong and Youde, Wu",The Geographic Environment Analysis of Regional Economic Development of Yunnan Province of China Based on the Big Data Technology,Transportation;Big data;Smart cities;analysis of big data;Yunnan province of China;regional economic development;geographic environment,2015,inproceedings,10.1109/ICITBS.2015.220
"Faroukhi, Abou Zakaria and El Alaoui, Imane and Gahi, Youssef and Amine, Aouatif",Big Data Value Chain: A Unified Approach for Integrated Data Quality and Security,Big Data;Security;Data integrity;Data models;Organizations;Decision making;Reliability;Big Data Value Chain;Data Management;Data Quality;Data Security;Process Integration;Orchestration,2020,inproceedings,10.1109/ICECOCS50124.2020.9314391
"Haug, Frank S.",Bad big data science,Big data;Metadata;Distributed databases;Stakeholders;Data science;Big Data;Data Quality;Data Warehousing;Distributed Database;Metadata,2016,inproceedings,10.1109/BigData.2016.7840935
"Taleb, Ikbal and Serhani, Mohamed Adel and Dssouli, Rachida",Big Data Quality: A Survey,"Big Data;Data integrity;Quality management;Data visualization;Databases;Sensors;Social network services;Big Data, Data Quality, Quality Management framework, Quality of Big Data",2018,inproceedings,10.1109/BigDataCongress.2018.00029
"Freitas, Patrícia Alves de and Reis, Everson Andrade dos and Michel, Wanderson Senra and Gronovicz, Mauro Edson and Rodrigues, Márcio Alexandre de Macedo","Information Governance, Big Data and Data Quality",Companies;Information management;Data handling;Data storage systems;Computer architecture;Information Governance;Big Data;Data Quality,2013,inproceedings,10.1109/CSE.2013.168
"Micic, Natasha and Neagu, Daniel and Campean, Felician and Zadeh, Esmaeil Habib",Towards a Data Quality Framework for Heterogeneous Data,Data integrity;Measurement;Warranties;Metadata;Cleaning;Big Data;Heterogeneous Data Sets;Data Quality;Metadata;Data Cleaning;Data Quality Assessment,2017,inproceedings,10.1109/iThings-GreenCom-CPSCom-SmartData.2017.28
